FullName,Email,Phone,TransactionType,Amount,TransactionDate,AccountType,Balance,OpeningDate,LoanAmount,LoanType,StartDate,EndDate,InterestRate
Laura Martinez,billy68@example.com,478.350.1644,deposit,375.24,12/06/2020,Savings,2344.76,17/01/2021,14765.02,Personal,22/05/2022,59:17.9,4.49
Laura Martinez,billy68@example.com,478.350.1644,deposit,375.24,12/06/2020,Savings,2344.76,17/01/2021,14372.77,Auto,18/10/2021,59:17.9,3.14
Laura Martinez,billy68@example.com,478.350.1644,deposit,375.24,12/06/2020,Savings,2344.76,17/01/2021,33774.39,Auto,28/03/2020,59:17.9,3.97
Peter Callahan,miranda13@example.org,-5276,deposit,35.57,20/02/2021,Credit,2355.97,29/06/2023,32850.56,Personal,24/11/2021,59:17.9,2.81
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,deposit,254,29/09/2021,Credit,5566.77,27/02/2022,7941.64,Mortgage,12/12/2023,59:17.9,2.2
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,deposit,254,29/09/2021,Credit,5566.77,27/02/2022,47272.64,Personal,06/04/2021,59:17.9,5.35
Danny Brown,michellearnold@example.org,824-606-7014x9045,withdrawal,224.95,25/02/2020,Savings,947.43,06/05/2022,12965.19,Mortgage,17/07/2022,59:17.9,7.43
Norman Lee,keithgarcia@example.org,-6164,withdrawal,22.8,22/06/2021,Checking,6463.29,07/10/2023,35911.84,Mortgage,15/02/2023,59:17.9,4
Norman Lee,keithgarcia@example.org,-6164,withdrawal,22.8,22/06/2021,Checking,6463.29,07/10/2023,14085.72,Personal,24/04/2019,59:17.9,2.96
Norman Lee,keithgarcia@example.org,-6164,withdrawal,22.8,22/06/2021,Checking,6463.29,07/10/2023,26011.89,Personal,11/01/2020,59:17.9,6.82
Daniel Newman,potterrichard@example.com,001-541-774-7582x00497,withdrawal,98.53,05/07/2019,Savings,2813.49,01/10/2023,,,,,
Crystal George,james32@example.com,(934)652-9829,deposit,406.71,04/02/2021,Checking,4814.99,02/11/2023,19426.95,Auto,18/06/2021,59:17.9,7.29
Crystal George,james32@example.com,(934)652-9829,deposit,406.71,04/02/2021,Checking,4814.99,02/11/2023,13967.51,Mortgage,29/04/2023,59:17.9,6.27
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,305.31,11/06/2020,Checking,6878.1,18/12/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,263.58,02/02/2022,Checking,5164.29,04/09/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Monica Graves,xday@example.net,402.918.5084x3030,deposit,23.07,14/06/2023,Credit,477.03,23/03/2020,48233.91,Personal,03/12/2023,59:17.9,4.7
Monica Graves,xday@example.net,402.918.5084x3030,deposit,23.07,14/06/2023,Credit,477.03,23/03/2020,5710.02,Mortgage,28/11/2023,59:17.9,5.45
Christopher Henson,walkerjohn@example.net,435.452.9057,deposit,271.41,24/05/2021,Checking,9224.91,03/03/2021,38654.49,Auto,26/07/2023,59:17.9,7.2
Joseph Jacobs,uarmstrong@example.com,467-205-7041,deposit,133.73,28/12/2019,Credit,4772.63,25/05/2022,,,,,
Norman Lee,keithgarcia@example.org,-6164,deposit,232.37,26/09/2020,Checking,6463.29,07/10/2023,35911.84,Mortgage,15/02/2023,59:17.9,4
Norman Lee,keithgarcia@example.org,-6164,deposit,232.37,26/09/2020,Checking,6463.29,07/10/2023,14085.72,Personal,24/04/2019,59:17.9,2.96
Norman Lee,keithgarcia@example.org,-6164,deposit,232.37,26/09/2020,Checking,6463.29,07/10/2023,26011.89,Personal,11/01/2020,59:17.9,6.82
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,468.14,13/08/2023,Credit,7658.87,30/11/2021,33579.17,Personal,10/07/2022,59:17.9,4.84
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,468.14,13/08/2023,Credit,7658.87,30/11/2021,20706.59,Mortgage,23/02/2021,59:17.9,5.64
Ryan Alexander,loganjohn@example.org,900.377.1792x148,deposit,430.09,18/07/2022,Credit,3020.69,13/08/2019,18162.6,Personal,09/11/2023,59:17.9,2.12
Jennifer Powell,steven73@example.com,236-757-3372x60869,withdrawal,286.06,23/12/2019,Checking,3024.72,05/07/2019,42415.32,Mortgage,03/10/2020,59:17.9,1.81
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,303.86,07/03/2021,Checking,5674.38,13/08/2020,33958.37,Auto,19/12/2022,59:17.9,5.2
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,303.86,07/03/2021,Checking,5674.38,13/08/2020,12021.11,Personal,22/03/2019,59:17.9,1.62
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,303.86,07/03/2021,Checking,5674.38,13/08/2020,24333.16,Mortgage,17/10/2023,59:17.9,1.79
Anita Park,xpayne@example.net,806-211-4478x986,withdrawal,326.82,15/01/2021,Checking,7676.38,26/05/2021,,,,,
Robert Brown,andersonmason@example.net,+1-653-515-2636x153,withdrawal,416.18,28/06/2023,Savings,9772.03,30/07/2020,,,,,
Robert Brown,andersonmason@example.net,+1-653-515-2636x153,deposit,330.62,15/11/2020,Checking,2099.71,11/11/2021,,,,,
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,104.23,13/07/2019,Credit,4250.13,19/09/2020,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,104.23,13/07/2019,Credit,4250.13,19/09/2020,29065.5,Personal,03/04/2021,59:17.9,2.95
Monica Graves,xday@example.net,402.918.5084x3030,deposit,225.28,02/09/2022,Checking,7988.05,27/10/2020,48233.91,Personal,03/12/2023,59:17.9,4.7
Monica Graves,xday@example.net,402.918.5084x3030,deposit,225.28,02/09/2022,Checking,7988.05,27/10/2020,5710.02,Mortgage,28/11/2023,59:17.9,5.45
Ryan Alexander,loganjohn@example.org,900.377.1792x148,deposit,393.97,16/05/2022,Checking,4880.23,30/09/2020,18162.6,Personal,09/11/2023,59:17.9,2.12
Peter Callahan,miranda13@example.org,-5276,withdrawal,300.97,23/11/2023,Savings,5436.03,30/04/2019,32850.56,Personal,24/11/2021,59:17.9,2.81
Tommy Brooks,burtonjames@example.com,(534)691-4906,withdrawal,84.42,12/12/2020,Savings,4315.64,09/04/2023,35994.71,Mortgage,03/09/2023,59:17.9,3.52
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,173.39,15/12/2019,Checking,4000.76,17/09/2023,38009.14,Personal,11/04/2023,59:17.9,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,173.39,15/12/2019,Checking,4000.76,17/09/2023,22725.99,Auto,11/07/2019,59:17.9,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,173.39,15/12/2019,Checking,4000.76,17/09/2023,8040.33,Mortgage,28/03/2019,59:17.9,6.4
Lauren Gray,kenneth99@example.net,218.715.2894x614,withdrawal,334.48,28/12/2023,Checking,4765.84,19/02/2022,48933.91,Auto,06/08/2020,59:17.9,4.43
Lauren Gray,kenneth99@example.net,218.715.2894x614,withdrawal,334.48,28/12/2023,Checking,4765.84,19/02/2022,47062.38,Mortgage,22/10/2019,59:17.9,6.27
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,332.85,05/09/2020,Checking,439.38,12/05/2020,44125.94,Auto,03/10/2021,59:17.9,6.1
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,332.85,05/09/2020,Checking,439.38,12/05/2020,34105.55,Mortgage,13/12/2019,59:17.9,3.13
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,332.85,05/09/2020,Checking,439.38,12/05/2020,30019.7,Personal,26/05/2022,59:17.9,7.25
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,332.85,05/09/2020,Checking,439.38,12/05/2020,46713.9,Mortgage,25/01/2020,59:17.9,2.13
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,332.85,05/09/2020,Checking,439.38,12/05/2020,45761.17,Personal,18/09/2022,59:17.9,7.22
Danny Brown,michellearnold@example.org,824-606-7014x9045,deposit,389.89,22/09/2023,Savings,9573.53,05/09/2021,12965.19,Mortgage,17/07/2022,59:17.9,7.43
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,389.22,26/06/2019,Checking,2442.05,14/03/2021,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,389.22,26/06/2019,Checking,2442.05,14/03/2021,29065.5,Personal,03/04/2021,59:17.9,2.95
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,48.36,17/05/2023,Credit,4250.13,19/09/2020,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,48.36,17/05/2023,Credit,4250.13,19/09/2020,29065.5,Personal,03/04/2021,59:17.9,2.95
Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,deposit,460.77,15/06/2020,Credit,8439.15,05/11/2020,,,,,
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,288.83,19/01/2021,Credit,444.6,01/11/2021,32428.9,Mortgage,24/06/2021,59:17.9,2.12
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,288.83,19/01/2021,Credit,444.6,01/11/2021,31406.77,Personal,27/02/2021,59:17.9,4.63
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,288.83,19/01/2021,Credit,444.6,01/11/2021,27834,Personal,05/12/2019,59:17.9,2.15
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,288.83,19/01/2021,Credit,444.6,01/11/2021,27873.08,Auto,19/01/2022,59:17.9,7.03
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,withdrawal,169.59,04/04/2020,Checking,5592.4,18/06/2020,,,,,
Francisco Potter,joneschristine@example.org,(564)921-3755x708,withdrawal,483.56,26/08/2022,Checking,8090.98,13/03/2020,35115.06,Auto,01/09/2023,59:17.9,5.87
Peter Callahan,miranda13@example.org,-5276,deposit,400.2,29/12/2023,Savings,5436.03,30/04/2019,32850.56,Personal,24/11/2021,59:17.9,2.81
Danny Brown,michellearnold@example.org,824-606-7014x9045,deposit,40.29,06/03/2019,Savings,947.43,06/05/2022,12965.19,Mortgage,17/07/2022,59:17.9,7.43
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,251.96,06/01/2021,Checking,4000.76,17/09/2023,38009.14,Personal,11/04/2023,59:17.9,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,251.96,06/01/2021,Checking,4000.76,17/09/2023,22725.99,Auto,11/07/2019,59:17.9,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,251.96,06/01/2021,Checking,4000.76,17/09/2023,8040.33,Mortgage,28/03/2019,59:17.9,6.4
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,104.08,29/07/2019,Checking,4653.15,19/08/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Sarah Green,lnelson@example.net,(390)584-3409x128,withdrawal,82.62,23/03/2022,Checking,8915.18,17/06/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Christopher Hale,watsondarren@example.org,+1-917-489-0869x753,deposit,46.84,04/08/2021,Checking,5108.1,15/06/2023,28988.77,Personal,23/03/2020,59:17.9,3.06
Francisco Potter,joneschristine@example.org,(564)921-3755x708,deposit,144.38,29/07/2022,Checking,8090.98,13/03/2020,35115.06,Auto,01/09/2023,59:17.9,5.87
Jason Martin,isabella87@example.com,+1-990-327-2307x7625,deposit,222.78,16/07/2019,Checking,4797.54,28/03/2022,8419.93,Personal,29/10/2021,59:17.9,4.1
Shelby Smith,carolyn11@example.com,580.272.0301x65432,withdrawal,75.9,30/01/2020,Savings,9711.25,01/03/2019,,,,,
Peter Callahan,miranda13@example.org,-5276,deposit,334.44,10/10/2020,Savings,5436.03,30/04/2019,32850.56,Personal,24/11/2021,59:17.9,2.81
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,32.95,14/06/2019,Savings,7858.64,17/06/2020,25666.75,Auto,09/05/2023,59:17.9,6.84
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,32.95,14/06/2019,Savings,7858.64,17/06/2020,23853.85,Personal,30/01/2024,59:17.9,7.41
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,32.95,14/06/2019,Savings,7858.64,17/06/2020,8092.2,Personal,18/08/2021,59:17.9,2.85
Eric Anderson,spencer16@example.com,851-945-5888,deposit,90.96,17/11/2021,Savings,3308.76,02/09/2019,,,,,
Monica Graves,xday@example.net,402.918.5084x3030,deposit,259.24,02/11/2021,Credit,477.03,23/03/2020,48233.91,Personal,03/12/2023,59:17.9,4.7
Monica Graves,xday@example.net,402.918.5084x3030,deposit,259.24,02/11/2021,Credit,477.03,23/03/2020,5710.02,Mortgage,28/11/2023,59:17.9,5.45
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,141.26,28/04/2022,Checking,7987.97,30/08/2020,43727.85,Personal,25/07/2022,59:17.9,6.46
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,141.26,28/04/2022,Checking,7987.97,30/08/2020,19769.58,Personal,14/08/2020,59:17.9,6.15
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,141.26,28/04/2022,Checking,7987.97,30/08/2020,11336.16,Personal,12/05/2019,59:17.9,4.76
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,23.53,29/12/2019,Credit,8482.27,07/05/2022,42355.47,Mortgage,23/02/2019,59:17.9,7.05
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,23.53,29/12/2019,Credit,8482.27,07/05/2022,35193.83,Mortgage,17/01/2021,59:17.9,1.85
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,173.43,02/06/2020,Savings,6495.7,09/02/2023,38009.14,Personal,11/04/2023,59:17.9,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,173.43,02/06/2020,Savings,6495.7,09/02/2023,22725.99,Auto,11/07/2019,59:17.9,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,173.43,02/06/2020,Savings,6495.7,09/02/2023,8040.33,Mortgage,28/03/2019,59:17.9,6.4
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,230.69,15/03/2019,Checking,4653.15,19/08/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,175.83,28/04/2022,Checking,6792,09/03/2022,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Jamie Stone,derekhart@example.org,473.393.2625x19595,deposit,149.3,21/05/2021,Savings,5779.42,13/08/2020,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Jesse Osborn,dennis81@example.org,(504)953-6008x457,deposit,273.78,27/04/2020,Credit,6487.53,18/09/2019,,,,,
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,213.23,18/07/2022,Checking,2161.94,06/11/2021,25666.75,Auto,09/05/2023,59:17.9,6.84
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,213.23,18/07/2022,Checking,2161.94,06/11/2021,23853.85,Personal,30/01/2024,59:17.9,7.41
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,213.23,18/07/2022,Checking,2161.94,06/11/2021,8092.2,Personal,18/08/2021,59:17.9,2.85
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,349.89,10/09/2023,Savings,6495.7,09/02/2023,38009.14,Personal,11/04/2023,59:17.9,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,349.89,10/09/2023,Savings,6495.7,09/02/2023,22725.99,Auto,11/07/2019,59:17.9,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,349.89,10/09/2023,Savings,6495.7,09/02/2023,8040.33,Mortgage,28/03/2019,59:17.9,6.4
Charles Wise,campossarah@example.net,532.804.9131x538,withdrawal,49.75,13/01/2020,Credit,2920.84,03/12/2019,20109.87,Auto,30/06/2021,59:17.9,4.66
Scott Collins,veronica19@example.org,001-449-712-6361x791,deposit,480.38,01/09/2022,Credit,4382.28,21/05/2021,47203.82,Auto,15/06/2021,59:17.9,5.28
Crystal Burns,jbarry@example.net,001-295-729-2302,withdrawal,319.03,22/11/2021,Savings,1377.35,28/05/2022,,,,,
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,deposit,404.93,19/01/2021,Checking,5272.84,23/03/2022,42684.76,Personal,15/01/2024,59:17.9,1.96
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,deposit,389.15,05/05/2019,Checking,8848.82,15/07/2019,37877.78,Auto,29/05/2019,59:17.9,1.93
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,deposit,389.15,05/05/2019,Checking,8848.82,15/07/2019,11928.9,Personal,16/04/2020,59:17.9,3.05
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,deposit,389.15,05/05/2019,Checking,8848.82,15/07/2019,22108.89,Personal,19/10/2022,59:17.9,6.6
Brian Dillon,swilson@example.net,001-699-957-2129x33878,deposit,226.54,05/06/2019,Checking,6267.88,01/01/2020,38994.49,Auto,24/12/2020,59:17.9,5.55
Anthony Moore,rosariokevin@example.org,(285)263-4804,deposit,207.53,24/04/2021,Checking,660.41,21/01/2024,32793.41,Auto,30/08/2020,59:17.9,3.97
Anthony Moore,rosariokevin@example.org,(285)263-4804,deposit,207.53,24/04/2021,Checking,660.41,21/01/2024,36341.34,Auto,29/05/2021,59:17.9,4.43
Anthony Moore,rosariokevin@example.org,(285)263-4804,deposit,207.53,24/04/2021,Checking,660.41,21/01/2024,49303.25,Mortgage,20/08/2020,59:17.9,3.12
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,39.69,05/10/2023,Checking,439.38,12/05/2020,44125.94,Auto,03/10/2021,59:17.9,6.1
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,39.69,05/10/2023,Checking,439.38,12/05/2020,34105.55,Mortgage,13/12/2019,59:17.9,3.13
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,39.69,05/10/2023,Checking,439.38,12/05/2020,30019.7,Personal,26/05/2022,59:17.9,7.25
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,39.69,05/10/2023,Checking,439.38,12/05/2020,46713.9,Mortgage,25/01/2020,59:17.9,2.13
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,39.69,05/10/2023,Checking,439.38,12/05/2020,45761.17,Personal,18/09/2022,59:17.9,7.22
Christopher Henson,walkerjohn@example.net,435.452.9057,withdrawal,328.36,29/11/2023,Checking,9224.91,03/03/2021,38654.49,Auto,26/07/2023,59:17.9,7.2
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,389.75,10/05/2020,Checking,3929.98,20/05/2019,33579.17,Personal,10/07/2022,59:17.9,4.84
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,389.75,10/05/2020,Checking,3929.98,20/05/2019,20706.59,Mortgage,23/02/2021,59:17.9,5.64
Anita Park,xpayne@example.net,806-211-4478x986,deposit,294.51,17/07/2023,Checking,7676.38,26/05/2021,,,,,
Jason Martin,isabella87@example.com,+1-990-327-2307x7625,deposit,97.28,22/08/2021,Savings,4200.08,02/06/2023,8419.93,Personal,29/10/2021,59:17.9,4.1
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,359.38,22/02/2023,Credit,9382.52,17/08/2022,26360.24,Auto,26/08/2020,59:17.9,2.89
Laura Martinez,billy68@example.com,478.350.1644,deposit,352.67,19/04/2023,Checking,5627.79,28/02/2021,14765.02,Personal,22/05/2022,59:17.9,4.49
Laura Martinez,billy68@example.com,478.350.1644,deposit,352.67,19/04/2023,Checking,5627.79,28/02/2021,14372.77,Auto,18/10/2021,59:17.9,3.14
Laura Martinez,billy68@example.com,478.350.1644,deposit,352.67,19/04/2023,Checking,5627.79,28/02/2021,33774.39,Auto,28/03/2020,59:17.9,3.97
Tommy Brooks,burtonjames@example.com,(534)691-4906,deposit,252.03,10/12/2023,Savings,8268,09/01/2021,35994.71,Mortgage,03/09/2023,59:17.9,3.52
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,87.19,12/04/2023,Checking,5688.51,31/08/2020,26360.24,Auto,26/08/2020,59:17.9,2.89
Kimberly Fox,zcain@example.org,(970)563-6992x24062,withdrawal,336.68,07/03/2023,Credit,5498.05,21/03/2023,25100.13,Mortgage,10/05/2021,59:17.9,7.29
Kimberly Fox,zcain@example.org,(970)563-6992x24062,withdrawal,117.2,03/02/2020,Savings,4797.86,13/05/2021,25100.13,Mortgage,10/05/2021,59:17.9,7.29
David Rasmussen,fburns@example.net,9347152436,withdrawal,261.39,10/07/2019,Checking,1099.34,08/02/2020,,,,,
Steven Miller,johnwright@example.org,+1-230-989-3125x913,deposit,269.72,02/03/2022,Savings,7236.39,08/08/2019,46119.69,Personal,12/05/2019,59:17.9,4.84
Steven Miller,johnwright@example.org,+1-230-989-3125x913,deposit,269.72,02/03/2022,Savings,7236.39,08/08/2019,20834.23,Personal,21/09/2020,59:17.9,7.49
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,394.14,24/11/2021,Credit,4250.13,19/09/2020,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,394.14,24/11/2021,Credit,4250.13,19/09/2020,29065.5,Personal,03/04/2021,59:17.9,2.95
Joseph Jacobs,uarmstrong@example.com,467-205-7041,withdrawal,426.87,18/08/2019,Credit,4772.63,25/05/2022,,,,,
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,348.35,04/01/2022,Savings,6495.7,09/02/2023,38009.14,Personal,11/04/2023,59:17.9,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,348.35,04/01/2022,Savings,6495.7,09/02/2023,22725.99,Auto,11/07/2019,59:17.9,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,348.35,04/01/2022,Savings,6495.7,09/02/2023,8040.33,Mortgage,28/03/2019,59:17.9,6.4
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,186.85,21/06/2019,Credit,7252.65,14/03/2019,11074.47,Personal,11/02/2022,59:17.9,5.36
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,186.85,21/06/2019,Credit,7252.65,14/03/2019,38903.23,Personal,14/07/2021,59:17.9,2.28
Tommy Brooks,burtonjames@example.com,(534)691-4906,deposit,345.24,23/10/2022,Savings,8268,09/01/2021,35994.71,Mortgage,03/09/2023,59:17.9,3.52
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,withdrawal,96.95,28/06/2022,Credit,9382.52,17/08/2022,26360.24,Auto,26/08/2020,59:17.9,2.89
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,withdrawal,386.17,18/07/2021,Checking,485.78,04/12/2020,,,,,
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,deposit,363.68,16/02/2023,Credit,5388.75,09/08/2020,,,,,
Richard Pearson,anthonyholloway@example.net,458.559.1555x601,deposit,49.79,19/11/2022,Credit,2920.52,09/12/2023,,,,,
Daniel Newman,potterrichard@example.com,001-541-774-7582x00497,withdrawal,305.06,17/11/2023,Savings,2813.49,01/10/2023,,,,,
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,82.96,03/03/2022,Savings,4650.84,12/01/2022,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,82.96,03/03/2022,Savings,4650.84,12/01/2022,29065.5,Personal,03/04/2021,59:17.9,2.95
Christopher Anderson,gwarner@example.com,2545902373,deposit,268.32,09/01/2024,Credit,7306.58,01/08/2021,36110.97,Mortgage,30/05/2022,59:17.9,6.9
Christopher Anderson,gwarner@example.com,2545902373,deposit,268.32,09/01/2024,Credit,7306.58,01/08/2021,25453.13,Mortgage,25/07/2022,59:17.9,5.76
